school,school_id,division,level,year,region
Sussex County,sussexcountycommunitycollege,njcaa-2,NJCAA,2014,19
The Albemarle,collegeofthealbemarle,njcaa-2,NJCAA,2014,NA
UConn Avery Point,universityofconnecticutataverypoint,njcaa-2,NJCAA,2014,21
Ulster County,ulstercountycommunitycollege,njcaa-2,NJCAA,2014,15
Utah State Eastern,utahstateeastern,njcaa-2,NJCAA,2014,NA
Vincennes,vincennesuniversity,njcaa-2,NJCAA,2014,24
Wake Tech,waketechnicalcommunitycollege,njcaa-2,NJCAA,2014,10
Wentworth Military,wentworthmilitaryacademy,njcaa-2,NJCAA,2014,NA
Westchester,westchestercommunitycollege,njcaa-2,NJCAA,2014,15
Western Oklahoma State,westernoklahomastatecollege,njcaa-2,NJCAA,2014,2
Williston State,willistonstatecollege,njcaa-2,NJCAA,2014,13
Allegany Maryland,alleganycollegeofmaryland,njcaa-2,NJCAA,2015,20
Anne Arundel,annearundelcommunitycollege,njcaa-2,NJCAA,2015,20
Bismarck State,bismarckstatecollege,njcaa-2,NJCAA,2015,13
Black Hawk-Moline,blackhawkcollegemoline,njcaa-2,NJCAA,2015,4
Brown Mackie,brownmackiecollege,njcaa-2,NJCAA,2015,NA
Brunswick,brunswickcommunitycollege,njcaa-2,NJCAA,2015,10
CCBC Catonsville,ccbccatonsville,njcaa-2,NJCAA,2015,20
CCBC Dundalk,ccbcdundalk,njcaa-2,NJCAA,2015,20
CCBC Essex,ccbcessex,njcaa-2,NJCAA,2015,20
Carl Albert State,carlalbertstatecollege,njcaa-2,NJCAA,2015,2
Carl Sandburg,carlsandburgcollege,njcaa-2,NJCAA,2015,4
Catawba Valley,catawbavalleycommunitycollege,njcaa-2,NJCAA,2015,10
Cecil,cecilcollege,njcaa-2,NJCAA,2015,20
Central Virginia Community College,centralvirginiacommunitycollege,njcaa-2,NJCAA,2015,NA
Chandler-Gilbert,chandlergilbertcommunitycollege,njcaa-2,NJCAA,2015,1
Clark State,clarkstatecommunitycollege,njcaa-2,NJCAA,2015,12
Coahoma,coahomacommunitycollege,njcaa-2,NJCAA,2015,23
Copiah-Lincoln,copiahlincolncommunitycollege,njcaa-2,NJCAA,2015,23
Cuyahoga,cuyahogacommunitycollege,njcaa-2,NJCAA,2015,12
Dakota,dakotacollegeatbottineau,njcaa-2,NJCAA,2015,13
Dakota County Tech,dakotacountytechnicalcollege,njcaa-2,NJCAA,2015,13
Danville Area,danvilleareacommunitycollege,njcaa-2,NJCAA,2015,24
Dawson,dawsoncommunitycollege,njcaa-2,NJCAA,2015,13
Dean,deancollege,njcaa-2,NJCAA,2015,NA
Delaware Tech-Owens,delawaretechnicalcommunitycollegeowe,njcaa-2,NJCAA,2015,NA
Delta,deltacollege,njcaa-2,NJCAA,2015,NA
Des Moines Area,desmoinesareacommunitycollege,njcaa-2,NJCAA,2015,11
Dutchess,dutchesscommunitycollege,njcaa-2,NJCAA,2015,15
East Central (MS),eastcentralcommunitycollege,njcaa-2,NJCAA,2015,23
East Mississippi,eastmississippicommunitycollege,njcaa-2,NJCAA,2015,23
